ec5_uuid,created_at,uploaded_at,created_by,title,2_Species,lat_3_GPS_coordinates,long_3_GPS_coordinates,accuracy_3_GPS_coordinates,UTM_Northing_3_GPS_coordinates,UTM_Easting_3_GPS_coordinates,UTM_Zone_3_GPS_coordinates,4_Taxa,5_Photo,6_Audio,7_Video,8_Latin_binomial,9_Comments,10_Date,11_Circumstance
ffc06ccf-f424-4ef8-aad9-9763783715e7,2021-04-18T13:05:23.703Z,2021-04-18T15:16:12.000Z,robewers01@googlemail.com,"Porcellionidae Porcellio sp 18/04/2021",Porcellionidae,51.420575,-0.820244,23,5698850,651557,30U,Invertebrate,ffc06ccf-f424-4ef8-aad9-9763783715e7_1618751069.jpg,,,"Porcellio sp",Woodlice,18/04/2021,Wild
efd48dc0-2724-4f43-b4a5-b6003d0eb97c,2021-04-18T12:59:12.804Z,2021-04-18T15:16:10.000Z,robewers01@googlemail.com,"Syrphidae 18/04/2021",Syrphidae,51.420623,-0.820042,7,5698856,651571,30U,Invertebrate,,,,,,18/04/2021,Wild
8233f2ca-cecf-44a1-8939-812295649405,2021-04-18T12:51:54.599Z,2021-04-18T15:16:08.000Z,robewers01@googlemail.com,"Asteraceae 18/04/2021",Asteraceae,51.420652,-0.819922,23,5698859,651579,30U,Plant,8233f2ca-cecf-44a1-8939-812295649405_1618750297.jpg,,,,,18/04/2021,Wild
5ec4089b-c157-4241-a44b-0933d6003c18,2021-04-18T12:49:26.580Z,2021-04-18T15:16:01.000Z,robewers01@googlemail.com,"Aquafoliaceae Ilex sp 18/04/2021",Aquafoliaceae,51.420611,-0.820081,7,5698854,651568,30U,Plant,,,,"Ilex sp",Holly,18/04/2021,Wild
492fcc8b-8d2d-4198-b525-255ed215b29c,2021-04-18T12:47:52.308Z,2021-04-18T15:16:03.000Z,robewers01@googlemail.com,"Apiaceae Petroselinum crispum 18/04/2021",Apiaceae,51.420644,-0.820023,32,5698858,651572,30U,Plant,492fcc8b-8d2d-4198-b525-255ed215b29c_1618750035.jpg,,,"Petroselinum crispum","Garden parsley",18/04/2021,Captive
a1bde338-6ebd-42ca-8789-4f4c71fa209e,2021-04-18T12:45:26.545Z,2021-04-18T15:16:05.000Z,robewers01@googlemail.com,"Pinaceae Picea sp 18/04/2021",Pinaceae,51.420805,-0.819786,23,5698876,651588,30U,Plant,a1bde338-6ebd-42ca-8789-4f4c71fa209e_1618749883.jpg,,,"Picea sp",Spruce,18/04/2021,Captive
66d70baa-0cbe-46b4-92fd-3c80cafe2de5,2021-04-18T12:35:33.315Z,2021-04-18T15:16:07.000Z,robewers01@googlemail.com,"Rosaceae Fragasia ananassa 18/04/2021",Rosaceae,51.420583,-0.82016,20,5698851,651563,30U,Plant,66d70baa-0cbe-46b4-92fd-3c80cafe2de5_1618749262.jpg,,,"Fragasia ananassa","Garden strawberry",18/04/2021,Captive
9927ffcf-2a2c-470c-b531-5ac2c7148ef0,2021-04-18T09:45:46.330Z,2021-04-18T15:15:59.000Z,robewers01@googlemail.com,"Mallard 18/04/2021",Mallard,51.421693,-0.792635,12,5699032,653473,30U,Bird,,,,,,18/04/2021,Wild
83f140d2-112b-4cd6-a478-a5df74771532,2021-04-17T21:11:48.940Z,2021-04-17T21:12:41.000Z,robewers01@googlemail.com,"Apidae Osmia bicornis 17/04/2021",Apidae,51.420524,-0.820231,12,5698844,651558,30U,Invertebrate,83f140d2-112b-4cd6-a478-a5df74771532_1618693864.jpg,,,"Osmia bicornis","Red mason bee",17/04/2021,Wild
15453978-df9d-4f82-8e8b-1ba9db9a1bdb,2021-04-17T21:09:50.527Z,2021-04-17T21:12:39.000Z,robewers01@googlemail.com,"Lycosidae Pardosa sp 17/04/2021",Lycosidae,51.420541,-0.82023,13,5698846,651558,30U,Invertebrate,15453978-df9d-4f82-8e8b-1ba9db9a1bdb_1618693762.jpg,,,"Pardosa sp","Thin legged wolf spider",17/04/2021,Wild
5f6fef60-8df3-46cf-ac96-4f9bf2059640,2021-04-17T21:04:22.026Z,2021-04-17T21:12:35.000Z,robewers01@googlemail.com,"Asteraceae Bellis perennis 17/04/2021",Asteraceae,,,,,,,Invertebrate,5f6fef60-8df3-46cf-ac96-4f9bf2059640_1618693429.jpg,,,"Bellis perennis","Common daisy",17/04/2021,Wild
56ac4279-2027-4646-be14-61d2fae894eb,2021-04-17T14:15:06.093Z,2021-04-17T21:12:30.000Z,robewers01@googlemail.com,"Pentatomidae Palomena prasina 17/04/2021",Pentatomidae,51.420605,-0.820087,28,5698853,651568,30U,Invertebrate,56ac4279-2027-4646-be14-61d2fae894eb_1618668859.jpg,,,"Palomena prasina","Green shield bug",17/04/2021,Wild
d404cbd4-a84c-46c6-842e-11b9f6054ba7,2021-04-17T14:06:26.243Z,2021-04-17T21:12:37.000Z,robewers01@googlemail.com,"Formicidae Lasius sp 17/04/2021",Formicidae,51.4206,-0.820079,8,5698853,651568,30U,Invertebrate,d404cbd4-a84c-46c6-842e-11b9f6054ba7_1618693688.jpg,,,"Lasius sp","Citronella ant",17/04/2021,Wild
dcf4524b-2f69-4f74-95f1-4e4031afd180,2021-04-17T13:56:38.201Z,2021-04-17T21:12:28.000Z,robewers01@googlemail.com,"Syrphidae 17/04/2021",Syrphidae,51.420635,-0.820192,6,5698857,651561,30U,Invertebrate,,,,,,17/04/2021,Wild
b1afa50b-1f93-4ba6-9221-2f7b9e601f15,2021-04-17T13:51:14.816Z,2021-04-17T21:12:26.000Z,robewers01@googlemail.com,"Moorhen 17/04/2021",Moorhen,,,,,,,Bird,,,,,,17/04/2021,Wild
dadaca53-b437-4b9e-bee1-303e84dd3f8e,2021-04-17T13:51:04.017Z,2021-04-17T21:12:25.000Z,robewers01@googlemail.com,"Magpie 17/04/2021",Magpie,51.420657,-0.820107,9,5698859,651566,30U,Bird,,,,,,17/04/2021,Wild
ce47021e-1b73-40f2-823e-73fa3d512118,2021-04-17T13:50:45.747Z,2021-04-17T21:12:23.000Z,robewers01@googlemail.com,"Great tit 17/04/2021","Great tit",51.420641,-0.820147,12,5698857,651564,30U,Bird,,,,,,17/04/2021,Wild
26734cea-a6ed-484d-a5a7-f21dc88f2ea3,2021-04-17T13:50:15.406Z,2021-04-17T21:12:21.000Z,robewers01@googlemail.com,"Red kite 17/04/2021","Red kite",51.420661,-0.820091,14,5698860,651567,30U,Bird,,,,,,17/04/2021,Wild
2722e236-461a-4339-b70b-18e89805bc13,2021-04-17T13:49:40.582Z,2021-04-17T21:12:19.000Z,robewers01@googlemail.com,"House sparrow 17/04/2021","House sparrow",51.420651,-0.8201,4,5698859,651567,30U,Bird,,,,,,17/04/2021,Wild
5dd06a4e-846a-48a4-a357-571bd405a4f3,2021-04-17T13:49:28.951Z,2021-04-17T21:12:17.000Z,robewers01@googlemail.com,"Woodpigeon 17/04/2021",Woodpigeon,51.420642,-0.82011,9,5698858,651566,30U,Bird,,,,,,17/04/2021,Wild
e7fb1236-92e8-4214-ac4b-faacf90b000d,2021-04-17T13:49:15.005Z,2021-04-17T21:12:16.000Z,robewers01@googlemail.com,"Blue tit 17/04/2021","Blue tit",51.420639,-0.820123,5,5698857,651565,30U,Bird,,,,,,17/04/2021,Wild
1ea822c7-5934-4d06-b7b1-fc6b2f8b2b86,2021-04-17T13:47:46.669Z,2021-04-17T21:12:14.000Z,robewers01@googlemail.com,"Araneidae 17/04/2021",Araneidae,51.420624,-0.820161,9,5698855,651563,30U,Invertebrate,,,,,,17/04/2021,Wild
8dd81f0d-89c3-4ebc-916c-ac9ebaf7f779,2021-04-09T12:07:45.169Z,2021-04-09T13:00:06.000Z,robewers01@googlemail.com,"Mallard 09/04/2021",Mallard,51.30092,-0.933044,9,5685317,644090,30U,Bird,,,,,,09/04/2021,Wild
1bac399d-2ae7-4359-beda-35c2a95df299,2021-04-09T12:07:10.158Z,2021-04-09T13:00:01.000Z,robewers01@googlemail.com,"Mute swan 09/04/2021","Mute swan",51.30082,-0.933006,14,5685306,644093,30U,Bird,,,,,,09/04/2021,Wild
de1aa2b7-b058-48a0-b030-c5f098e4c706,2021-04-08T15:20:44.107Z,2021-04-17T21:12:34.000Z,robewers01@googlemail.com,"Araceae Arum maculatum 08/04/2021",Araceae,51.420901,-0.82007,10,5698886,651568,30U,Plant,de1aa2b7-b058-48a0-b030-c5f098e4c706_1617895202.jpg,,,"Arum maculatum","Cuckoo pint",08/04/2021,Wild
f2b04be5-9042-4e7a-8587-e98e5855beec,2021-04-08T15:17:29.001Z,2021-04-09T12:59:51.000Z,robewers01@googlemail.com,"Brassicaceae Alliaria sp 08/04/2021",Brassicaceae,51.420911,-0.820018,17,5698888,651572,30U,Plant,f2b04be5-9042-4e7a-8587-e98e5855beec_1617895009.jpg,,,"Alliaria sp",Alliaria,08/04/2021,Wild
a55102fd-977a-477b-a47d-c69410e54a01,2021-04-08T15:12:16.562Z,2021-04-09T12:59:46.000Z,robewers01@googlemail.com,"Betulaceae Corylus sp 08/04/2021",Betulaceae,51.420744,-0.820236,11,5698869,651557,30U,Plant,a55102fd-977a-477b-a47d-c69410e54a01_1617894701.jpg,,,"Corylus sp",Hazel,08/04/2021,Captive
a4c359f0-0241-4b14-99c6-4ce9cc9b4622,2021-04-08T15:10:28.974Z,2021-04-09T12:59:41.000Z,robewers01@googlemail.com,"Rosaceae Crataegus sp 08/04/2021",Rosaceae,51.420797,-0.820168,19,5698875,651562,30U,Plant,a4c359f0-0241-4b14-99c6-4ce9cc9b4622_1617894594.jpg,,,"Crataegus sp",Hawthorn,08/04/2021,Captive
e09e6085-a55c-4667-bde2-28850b122071,2021-04-08T15:08:45.043Z,2021-04-09T12:59:37.000Z,robewers01@googlemail.com,"Aquafoliaceae Ilex sp 08/04/2021",Aquafoliaceae,51.420815,-0.819961,7,5698877,651576,30U,Plant,,,,"Ilex sp",Holly,08/04/2021,Captive
4385b60d-2a67-4051-aea0-f3fdaac34f2d,2021-04-08T15:05:36.166Z,2021-04-17T21:12:32.000Z,robewers01@googlemail.com,"Lamiaceae Lamium album 08/04/2021",Lamiaceae,51.420886,-0.820204,15,5698884,651559,30U,Plant,4385b60d-2a67-4051-aea0-f3fdaac34f2d_1617894288.jpg,,,"Lamium album","White deadnettle",08/04/2021,Wild
ecf4af94-6f0f-4990-be45-53a36ada5532,2021-04-06T10:38:00.647Z,2021-04-09T12:59:33.000Z,robewers01@googlemail.com,"Asteraceae Senecio sp 06/04/2021",Asteraceae,51.423831,-0.820788,27,5699211,651508,30U,Plant,ecf4af94-6f0f-4990-be45-53a36ada5532_1617705405.jpg,,,"Senecio sp",Ragwort,06/04/2021,Wild
03d44be8-8151-4b05-9994-e521c7bc1d37,2021-04-06T10:33:37.298Z,2021-04-09T12:08:26.000Z,robewers01@googlemail.com,"Asteraceae Taraxacum sp 06/04/2021",Asteraceae,51.42391,-0.820477,11,5699220,651530,30U,Plant,03d44be8-8151-4b05-9994-e521c7bc1d37_1617705169.jpg,,,"Taraxacum sp",Dandelion,06/04/2021,Wild
28eb7919-9a3b-48bf-8ffb-af226985de3e,2021-04-06T09:37:32.149Z,2021-04-09T12:08:14.000Z,robewers01@googlemail.com,"Alismataceae Echinodorus grisebachii 06/04/2021",Alismataceae,51.420587,-0.820096,16,5698851,651567,30U,Plant,,,,"Echinodorus grisebachii","Amazon sword",06/04/2021,Captive
da19d83d-350e-46e7-8cbd-dcb4818fe651,2021-04-06T09:35:06.309Z,2021-04-09T12:07:58.000Z,robewers01@googlemail.com,"Red kite 06/04/2021","Red kite",51.420577,-0.820099,7,5698850,651567,30U,Bird,,,,,,06/04/2021,Wild
09eafe7f-34dc-449a-b7f7-21fafaa15d37,2021-04-06T09:32:35.742Z,2021-04-09T12:07:56.000Z,robewers01@googlemail.com,"Buxaceae Buxus sempervirens 06/04/2021",Buxaceae,51.420638,-0.82015,12,5698857,651563,30U,Plant,,,,"Buxus sempervirens","Common box",06/04/2021,Captive
9cc26302-8bc5-4e7e-8876-6196fbf78982,2021-04-06T09:31:19.964Z,2021-04-09T12:07:54.000Z,robewers01@googlemail.com,"Ranunculaceae Clematis sp 06/04/2021",Ranunculaceae,51.420671,-0.820176,19,5698861,651561,30U,Plant,,,,"Clematis sp",Clematis,06/04/2021,Captive
f0778d81-0881-47f0-a64e-4ceb6dcd7e92,2021-04-06T09:29:55.810Z,2021-04-09T12:07:52.000Z,robewers01@googlemail.com,"Long tailed tit 06/04/2021","Long tailed tit",51.420635,-0.820161,6,5698857,651563,30U,Bird,,,,,,06/04/2021,Wild
6073e9a2-c0cc-4d66-b181-84c751fe5c6f,2021-04-06T09:29:32.073Z,2021-04-09T12:07:50.000Z,robewers01@googlemail.com,"Oleaceae Jasminum sp 06/04/2021",Oleaceae,51.420591,-0.820141,12,5698852,651564,30U,Plant,,,,"Jasminum sp",Jasmine,06/04/2021,Captive
6e4d13f4-3448-4452-ba7b-213488263657,2021-04-06T09:27:38.618Z,2021-04-09T12:07:48.000Z,robewers01@googlemail.com,"Scrophulariaceae Buddleja sp 06/04/2021",Scrophulariaceae,51.420597,-0.820109,12,5698853,651566,30U,Plant,,,,"Buddleja sp",Buddleja,06/04/2021,Captive
4d925af7-7fb6-43ee-a263-059949260ddf,2021-04-06T09:25:58.072Z,2021-04-08T15:37:02.000Z,robewers01@googlemail.com,"Liliaceae Tulipa sp 06/04/2021",Liliaceae,51.420608,-0.820145,11,5698854,651564,30U,Plant,,,,"Tulipa sp",Tulip,06/04/2021,Captive
543ae0ce-3d57-426b-9a08-ab7d449f67ed,2021-04-06T09:24:43.955Z,2021-04-08T15:36:55.000Z,robewers01@googlemail.com,"Rosaceae Prunus sp 06/04/2021",Rosaceae,51.420637,-0.820162,13,5698857,651563,30U,Plant,,,,"Prunus sp",Cherry,06/04/2021,Captive
